ProductKey,ProductAlternateKey,EnglishProductName,StandardCost,Color,ModelName,EnglishDescription,Status,EnglishProductSubcategoryName,EnglishProductCategoryName
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",41.5723,Yellow,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current,Jerseys,Clothing
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",41.5723,Yellow,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current,Jerseys,Clothing
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",41.5723,Yellow,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current,Jerseys,Clothing
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",41.5723,Yellow,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current,Jerseys,Clothing
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",601.7437,Yellow,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Touring Frames,Components
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",199.8519,Yellow,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",601.7437,Yellow,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Touring Frames,Components
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",601.7437,Yellow,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Touring Frames,Components
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",601.7437,Yellow,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Touring Frames,Components
497,FR-T98U-46,"HL Touring Frame - Blue, 46",601.7437,Blue,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Touring Frames,Components
498,FR-T98U-50,"HL Touring Frame - Blue, 50",601.7437,Blue,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Touring Frames,Components
499,FR-T98U-54,"HL Touring Frame - Blue, 54",601.7437,Blue,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Touring Frames,Components
500,FR-T98U-60,"HL Touring Frame - Blue, 60",601.7437,Blue,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Touring Frames,Components
501,RD-2308,Rear Derailleur,53.9282,Silver,Rear Derailleur,Wide-link design.,Current,Derailleurs,Components
502,FR-T67U-50,"LL Touring Frame - Blue, 50",199.8519,Blue,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
503,FR-T67U-54,"LL Touring Frame - Blue, 54",199.8519,Blue,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
504,FR-T67U-58,"LL Touring Frame - Blue, 58",199.8519,Blue,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
505,FR-T67U-62,"LL Touring Frame - Blue, 62",199.8519,Blue,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",199.8519,Yellow,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",199.8519,Yellow,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",199.8519,Yellow,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",199.8519,Yellow,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
510,FR-T67U-44,"LL Touring Frame - Blue, 44",199.8519,Blue,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Touring Frames,Components
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",199.3757,Silver,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current,Mountain Frames,Components
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",199.3757,Silver,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current,Mountain Frames,Components
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",199.3757,Silver,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current,Mountain Frames,Components
514,RB-9231,Rear Brakes,47.286,Silver,Rear Brakes,NULL,Current,Brakes,Components
515,SE-M236,LL Mountain Seat/Saddle,12.0413,NA,LL Mountain Seat/Saddle 2,Synthetic leather. Features gel for increased comfort.,Current,Saddles,Components
516,SE-M798,ML Mountain Seat/Saddle,17.3782,NA,ML Mountain Seat/Saddle 2,Designed to absorb shock.,Current,Saddles,Components
517,SE-M940,HL Mountain Seat/Saddle,23.3722,NA,HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,Current,Saddles,Components
518,SE-R581,LL Road Seat/Saddle,12.0413,NA,LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,Current,Saddles,Components
519,SE-R908,ML Road Seat/Saddle,17.3782,NA,ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,Current,Saddles,Components
520,SE-R995,HL Road Seat/Saddle,23.3722,NA,HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,Current,Saddles,Components
521,SE-T312,LL Touring Seat/Saddle,12.0413,NA,LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",Current,Saddles,Components
522,SE-T762,ML Touring Seat/Saddle,17.3782,NA,ML Touring Seat/Saddle,New design relieves pressure for long rides.,Current,Saddles,Components
523,SE-T924,HL Touring Seat/Saddle,23.3722,NA,HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,Current,Saddles,Components
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",144.5938,Silver,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",144.5938,Silver,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",144.5938,Silver,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",144.5938,Silver,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
528,TT-M928,Mountain Tire Tube,1.8663,NA,Mountain Tire Tube,Self-sealing tube.,Current,Tires and Tubes,Accessories
529,TT-R982,Road Tire Tube,1.4923,NA,Road Tire Tube,Conventional all-purpose tube.,Current,Tires and Tubes,Accessories
530,TT-T092,Touring Tire Tube,1.8663,NA,Touring Tire Tube,General purpose tube.,Current,Tires and Tubes,Accessories
531,FR-M21B-42,"LL Mountain Frame - Black, 42",136.785,Black,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
532,FR-M21B-44,"LL Mountain Frame - Black, 44",136.785,Black,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
533,FR-M21B-48,"LL Mountain Frame - Black, 48",136.785,Black,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
534,FR-M21B-52,"LL Mountain Frame - Black, 52",136.785,Black,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
535,TI-M267,LL Mountain Tire,9.3463,NA,LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",Current,Tires and Tubes,Accessories
536,TI-M602,ML Mountain Tire,11.2163,NA,ML Mountain Tire,"Great traction, high-density rubber.",Current,Tires and Tubes,Accessories
537,TI-M823,HL Mountain Tire,13.09,NA,HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",Current,Tires and Tubes,Accessories
538,TI-R092,LL Road Tire,8.0373,NA,LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,Current,Tires and Tubes,Accessories
539,TI-R628,ML Road Tire,9.3463,NA,ML Road Tire,Higher density rubber.,Current,Tires and Tubes,Accessories
540,TI-R982,HL Road Tire,12.1924,NA,HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Current,Tires and Tubes,Accessories
541,TI-T723,Touring Tire,10.8423,NA,Touring Tire,High-density rubber.,Current,Tires and Tubes,Accessories
542,PD-M282,LL Mountain Pedal,17.9776,Silver/Black,LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,Current,Pedals,Components
543,PD-M340,ML Mountain Pedal,27.568,Silver/Black,ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",Current,Pedals,Components
544,PD-M562,HL Mountain Pedal,35.9596,Silver/Black,HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Current,Pedals,Components
545,PD-R347,LL Road Pedal,17.9776,Silver/Black,LL Road Pedal,Clipless pedals - aluminum.,Current,Pedals,Components
546,PD-R563,ML Road Pedal,27.568,Silver/Black,ML Road Pedal,Lightweight aluminum alloy construction.,Current,Pedals,Components
547,PD-R853,HL Road Pedal,35.9596,Silver/Black,HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,Current,Pedals,Components
548,PD-T852,Touring Pedal,35.9596,Silver/Black,Touring Pedal,A stable pedal for all-day riding.,Current,Pedals,Components
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",199.3757,Silver,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current,Mountain Frames,Components
550,FR-M21B-40,"LL Mountain Frame - Black, 40",136.785,Black,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",144.5938,Silver,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current,Mountain Frames,Components
552,FD-2342,Front Derailleur,40.6216,Silver,Front Derailleur,Wide-link design.,Current,Derailleurs,Components
553,HB-T721,LL Touring Handlebars,20.464,NA,LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,Current,Handlebars,Components
554,HB-T928,HL Touring Handlebars,40.6571,NA,HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,Current,Handlebars,Components
555,FB-9873,Front Brakes,47.286,Silver,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Current,Brakes,Components
556,CS-4759,LL Crankset,77.9176,Black,LL Crankset,Super rigid spindle.,Current,Cranksets,Components
557,CS-6583,ML Crankset,113.8816,Black,ML Crankset,High-strength crank arm.,Current,Cranksets,Components
558,CS-9183,HL Crankset,179.8156,Black,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,Current,Cranksets,Components
559,CH-0234,Chain,8.9866,Silver,Chain,Superior shifting performance.,Current,Chains,Components
560,BK-T44U-60,"Touring-2000 Blue, 60",755.1508,Blue,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,Touring Bikes,Bikes
561,BK-T79Y-46,"Touring-1000 Yellow, 46",1481.9379,Yellow,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Touring Bikes,Bikes
562,BK-T79Y-50,"Touring-1000 Yellow, 50",1481.9379,Yellow,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Touring Bikes,Bikes
563,BK-T79Y-54,"Touring-1000 Yellow, 54",1481.9379,Yellow,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Touring Bikes,Bikes
564,BK-T79Y-60,"Touring-1000 Yellow, 60",1481.9379,Yellow,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Touring Bikes,Bikes
565,BK-T18U-54,"Touring-3000 Blue, 54",461.4448,Blue,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
566,BK-T18U-58,"Touring-3000 Blue, 58",461.4448,Blue,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
567,BK-T18U-62,"Touring-3000 Blue, 62",461.4448,Blue,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
568,BK-T18Y-44,"Touring-3000 Yellow, 44",461.4448,Yellow,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
569,BK-T18Y-50,"Touring-3000 Yellow, 50",461.4448,Yellow,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
570,BK-T18Y-54,"Touring-3000 Yellow, 54",461.4448,Yellow,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
571,BK-T18Y-58,"Touring-3000 Yellow, 58",461.4448,Yellow,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
572,BK-T18Y-62,"Touring-3000 Yellow, 62",461.4448,Yellow,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
573,BK-T79U-46,"Touring-1000 Blue, 46",1481.9379,Blue,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Touring Bikes,Bikes
574,BK-T79U-50,"Touring-1000 Blue, 50",1481.9379,Blue,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Touring Bikes,Bikes
575,BK-T79U-54,"Touring-1000 Blue, 54",1481.9379,Blue,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Touring Bikes,Bikes
576,BK-T79U-60,"Touring-1000 Blue, 60",1481.9379,Blue,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,Touring Bikes,Bikes
577,BK-T44U-46,"Touring-2000 Blue, 46",755.1508,Blue,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,Touring Bikes,Bikes
578,BK-T44U-50,"Touring-2000 Blue, 50",755.1508,Blue,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,Touring Bikes,Bikes
579,BK-T44U-54,"Touring-2000 Blue, 54",755.1508,Blue,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,Touring Bikes,Bikes
580,BK-R79Y-40,"Road-350-W Yellow, 40",1082.51,Yellow,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,Road Bikes,Bikes
581,BK-R79Y-42,"Road-350-W Yellow, 42",1082.51,Yellow,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,Road Bikes,Bikes
582,BK-R79Y-44,"Road-350-W Yellow, 44",1082.51,Yellow,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,Road Bikes,Bikes
583,BK-R79Y-48,"Road-350-W Yellow, 48",1082.51,Yellow,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,Road Bikes,Bikes
584,BK-R19B-58,"Road-750 Black, 58",343.6496,Black,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,Road Bikes,Bikes
585,BK-T18U-44,"Touring-3000 Blue, 44",461.4448,Blue,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
586,BK-T18U-50,"Touring-3000 Blue, 50",461.4448,Blue,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,Touring Bikes,Bikes
587,BK-M38S-38,"Mountain-400-W Silver, 38",419.7784,Silver,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,Mountain Bikes,Bikes
588,BK-M38S-40,"Mountain-400-W Silver, 40",419.7784,Silver,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,Mountain Bikes,Bikes
589,BK-M38S-42,"Mountain-400-W Silver, 42",419.7784,Silver,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,Mountain Bikes,Bikes
590,BK-M38S-46,"Mountain-400-W Silver, 46",419.7784,Silver,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,Mountain Bikes,Bikes
591,BK-M18S-40,"Mountain-500 Silver, 40",308.2179,Silver,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
592,BK-M18S-42,"Mountain-500 Silver, 42",308.2179,Silver,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
593,BK-M18S-44,"Mountain-500 Silver, 44",308.2179,Silver,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
594,BK-M18S-48,"Mountain-500 Silver, 48",308.2179,Silver,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
595,BK-M18S-52,"Mountain-500 Silver, 52",308.2179,Silver,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
596,BK-M18B-40,"Mountain-500 Black, 40",294.5797,Black,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
597,BK-M18B-42,"Mountain-500 Black, 42",294.5797,Black,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
598,BK-M18B-44,"Mountain-500 Black, 44",294.5797,Black,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
599,BK-M18B-48,"Mountain-500 Black, 48",294.5797,Black,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
600,BK-M18B-52,"Mountain-500 Black, 52",294.5797,Black,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,Mountain Bikes,Bikes
601,BB-7421,LL Bottom Bracket,23.9716,NA,LL Bottom Bracket,Chromoly steel.,Current,Bottom Brackets,Components
602,BB-8107,ML Bottom Bracket,44.9506,NA,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,Current,Bottom Brackets,Components
603,BB-9108,HL Bottom Bracket,53.9416,NA,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,Current,Bottom Brackets,Components
604,BK-R19B-44,"Road-750 Black, 44",343.6496,Black,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,Road Bikes,Bikes
605,BK-R19B-48,"Road-750 Black, 48",343.6496,Black,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,Road Bikes,Bikes
606,BK-R19B-52,"Road-750 Black, 52",343.6496,Black,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,Road Bikes,Bikes
